FlujoRx,FlujoCh,Concent,Tempera,Volumen
82.165,105.35,0.99524,349.85,13.926
79.171,105.91,0.99568,349.92,13.924
81.694,104.72,0.996,349.9,13.915
84.812,102.44,0.99573,349.74,13.935
84.425,103.08,0.99556,349.75,13.964
81.938,107.6,0.99571,350.06,13.949
82.069,107.27,0.99596,350.21,13.91
84.606,102.62,0.99591,349.56,13.893
80.207,106.44,0.99583,349.41,13.916
83.425,105.89,0.99589,350.2,13.954
80.393,105.17,0.99585,350.75,13.981
79.25,104.7,0.9957,350.41,13.946
79.309,107.76,0.99535,350.23,13.933
81.291,103.61,0.99476,350.33,13.989
84.847,103.89,0.99452,350.5,14.017
79.961,105.64,0.99468,350.5,13.971
82.548,105.53,0.99497,350.62,13.946
79.169,106.15,0.99548,350.91,13.952
80.923,103.64,0.99572,351.01,13.98
83.86,106.03,0.99544,351.05,14.042
81.524,104.33,0.99528,350.91,14.089
82.514,104.86,0.99539,350.3,14.081
83.133,106.43,0.99544,349.91,14.072
80.417,106.98,0.9954,349.55,14.07
83.853,105.59,0.99547,349.29,14.033
82.663,105.88,0.99555,349.75,13.989
79.721,107.62,0.99551,350.08,13.969
81.213,103.19,0.99548,349.97,13.964
84.521,106.48,0.99542,349.97,13.965
84.397,104.84,0.99528,349.86,13.986
83.758,102.9,0.99522,349.76,14.002
84.989,103.84,0.99525,349.67,14.007
79.967,102.89,0.99523,349.5,14.004
81.7,105.9,0.99526,349.37,13.981
81.003,104.76,0.9953,349.37,13.949
84.035,103.74,0.99542,349.35,13.947
83.772,104.81,0.99557,349.37,13.977
81.542,106.21,0.99554,349.54,14.007
81.154,107.34,0.99538,349.59,14.011
81.896,104.23,0.99546,349.41,14.003
83.245,104.45,0.9956,349.18,14.005
84.675,103.45,0.99556,348.86,14
82.105,106.01,0.99552,348.77,13.979
80.912,105.22,0.99555,348.86,13.998
84.641,106.06,0.99553,348.93,14.015
82.413,105.31,0.99556,349.07,13.974
82.396,104.87,0.99553,349.21,13.929
82.926,107.77,0.99532,349.1,13.958
79.291,102.93,0.99532,349.03,13.967
81.049,106.84,0.99561,349.19,13.916
79.188,107.92,0.99576,349.27,13.875
83.104,104.93,0.9955,349.13,13.863
81.494,107.62,0.99547,349.17,13.888
83.932,102.73,0.99581,349.37,13.977
80.883,103.9,0.99599,349.57,14.022
80.786,107.87,0.99592,349.7,13.999
81.327,107.84,0.99599,349.62,14.037
84.938,102.63,0.99606,349.24,14.114
82.99,103.52,0.99611,349.04,14.139
81.104,106.9,0.99606,349.01,14.14
79.805,107.97,0.99594,348.91,14.161
79.55,107.96,0.99585,348.96,14.154
80.08,106.06,0.99584,349.02,14.128
79.416,107.87,0.99578,349.08,14.104
81.885,105.36,0.99576,349.16,14.069
83.257,107.95,0.99589,349.15,14.032
82.347,103.34,0.99596,349.15,14.006
81.497,102.78,0.9959,349.26,13.98
82.024,102.45,0.99592,349.11,13.974
79.483,104.37,0.99599,348.7,14.012
82.771,105.79,0.99607,348.56,14.058
79.058,106.39,0.9961,348.76,14.058
80.031,107.02,0.99601,348.81,14.028
81.794,105.86,0.99587,348.81,13.998
79.968,103.56,0.99579,348.82,13.993
84.954,107.92,0.9957,348.82,13.983
82.551,107.29,0.99569,348.73,13.95
81.224,103.13,0.99591,348.62,13.925
84.126,105.51,0.99605,348.64,13.929
81.98,107.85,0.996,348.83,13.934
83.433,105.99,0.99588,349.08,13.927
80.315,105.41,0.99567,349.35,13.929
84.645,107.14,0.99552,349.56,13.935
83.997,105.77,0.99548,349.68,13.929
79.538,106.45,0.99551,349.82,13.933
81.235,104.82,0.99562,349.96,13.954
81.494,106.99,0.99567,349.99,13.969
80.867,107.07,0.99571,349.93,13.941
81.338,103.61,0.99576,349.84,13.911
79.575,106.67,0.99573,349.72,13.906
84.689,105.37,0.99567,349.61,13.913
81.79,106.59,0.99568,349.45,13.91
83.738,102.09,0.99568,349.28,13.888
79.118,103.77,0.99567,349.25,13.85
80.541,105.34,0.99571,349.31,13.825
79.556,103.7,0.99564,349.6,13.81
84.975,105.68,0.99556,349.74,13.793
80.499,105.47,0.99564,349.38,13.793
83.507,102.95,0.99574,349.07,13.8
83.816,105.36,0.99568,349.02,13.803
84.375,105.73,0.99559,348.95,13.814
84.665,107.01,0.99553,349.06,13.83
82.886,103.78,0.99556,349.26,13.853
83.534,105.69,0.99554,349.38,13.866
81.98,107.85,0.99546,349.47,13.857
82.701,103.72,0.99546,349.52,13.836
83.939,105.42,0.99546,349.57,13.819
80.611,103.84,0.99549,349.5,13.828
82.099,105.67,0.99564,349.35,13.865
83.961,105.6,0.99581,349.35,13.907
83.676,104.97,0.99583,349.52,13.928
83.437,105.43,0.99587,349.7,13.923
81.226,105.97,0.99597,349.53,13.888
81.052,105.77,0.99593,349.01,13.831
84.025,105.99,0.99585,348.77,13.802
83.259,106.91,0.99589,348.83,13.834
80.37,107.82,0.99587,348.97,13.865
82.411,103.26,0.99578,349.38,13.87
79.074,107.86,0.99576,349.74,13.877
84.222,107.25,0.9958,349.86,13.899
82.672,103.61,0.99572,349.92,13.895
80.604,107.76,0.9956,349.86,13.873
82.419,104.74,0.99551,349.8,13.872
80.274,104.45,0.99531,349.96,13.867
83.161,106.19,0.99519,350.03,13.864
84.158,106.58,0.99535,349.83,13.906
79.099,106.31,0.99552,349.63,13.953
79.323,102.52,0.99545,349.65,13.99
83.291,102.81,0.99545,349.7,14.012
79.103,105.69,0.99555,349.73,13.985
81.323,103.64,0.9956,349.72,13.958
81.909,107.19,0.9956,349.63,13.951
84.859,107.94,0.99562,349.72,13.924
83.567,103.62,0.99564,350.07,13.893
84.734,102.65,0.99566,350.33,13.879
83.193,105.48,0.99563,350.29,13.91
83.773,104.99,0.99557,350.29,13.925
80.937,106.93,0.99554,350.32,13.883
84.621,104.81,1,273.15,0.1
81.851,103.44,0.99994,281.12,0.10498
80.137,105.31,0.99987,287.85,0.10998
81.858,105.03,0.99989,293.53,0.11505
79.004,102.66,0.99993,298.55,0.12019
79.828,103.31,0.99989,304.24,0.12674
81.539,105.19,0.99993,308.96,0.13308
79.406,104.58,1.0001,312.91,0.13918
83.261,103.92,1.0001,316.32,0.14539
84.082,107.62,1,319.48,0.15219
81.11,106.25,1,322.3,0.15913
83.296,105.2,0.99997,324.87,0.16626
81.696,106.76,0.99994,327.05,0.17326
84,103.27,0.99989,329.02,0.18083
84.361,106.5,0.99993,330.8,0.18861
80.159,107.21,1.0001,332.46,0.19645
80.247,102.71,1.0001,333.97,0.20409
82.293,107.52,1.0001,335.71,0.21396
80.234,105.51,0.99998,337.18,0.22372
83.91,102.72,0.99989,338.34,0.23306
82.839,103.81,0.99989,339.28,0.24239
79.385,104.16,1,340.68,0.25648
82.821,107.63,1.0001,341.94,0.27068
80.253,105.99,1.0001,342.89,0.28531
82.688,106.71,0.99993,343.67,0.29985
83.034,104.94,0.99982,344.35,0.31342
79.451,104.54,0.99977,344.9,0.32677
81.033,105.28,0.99984,345.4,0.34038
83.168,102.96,0.99993,345.8,0.35414
83.12,102.5,0.99991,346.11,0.36929
81.172,106.78,0.9999,346.34,0.38438
80.04,102.66,0.99998,346.44,0.39908
81.774,102.57,1,346.6,0.41375
83.303,102,1,346.89,0.42923
82.73,103.31,1.0001,347.2,0.4445
80.103,103.82,1.0002,347.53,0.45971
79.742,104.78,1.0002,347.73,0.47488
81.224,102.36,1.0003,347.73,0.49295
79.021,107.12,1.0003,347.84,0.5107
81.319,107.79,1.0001,348.18,0.52744
81.932,105.56,1.0001,348.45,0.54435
83.613,103.61,1,348.53,0.56466
81.61,104.55,0.99996,348.54,0.58367
82.418,105.32,0.99998,348.48,0.60142
80.362,102.99,1.0001,348.55,0.61981
82.53,105.04,1.0001,348.68,0.63882
84.486,107.74,1,348.73,0.65755
84.173,107.29,0.99987,348.78,0.67651
82.15,107.29,0.99977,348.82,0.6957
84.054,103.37,0.99974,348.93,0.71932
80.04,107.53,0.9998,349.11,0.74221
83.086,107.73,0.99988,349.23,0.76514
82.428,107.5,0.99988,349.31,0.78814
80.12,106.47,0.99988,349.4,0.81494
82.756,104.33,0.99985,349.55,0.84097
80.287,105.82,0.99972,349.77,0.86619
79.503,102.05,0.99962,349.86,0.89175
81.004,105.86,0.99962,349.86,0.92248
82.87,107.96,0.99961,350.02,0.95344
83.628,104.87,0.9996,350.24,0.98431
82.611,106.88,0.99957,350.35,1.0147
80.605,103.48,0.99953,350.44,1.0591
80.771,106.29,0.99949,350.53,1.1028
83.095,105.93,0.99941,350.44,1.1442
82.73,107.97,0.99937,350.33,1.1855
84.581,105.03,0.99946,350.32,1.243
80.171,102.2,0.99951,350.25,1.2977
84.885,102.88,0.99951,350.17,1.351
84.651,107.82,0.99948,350.06,1.4062
84.195,103.07,0.99946,350.11,1.4608
81.659,102.43,0.99946,350.25,1.5121
82.963,106.98,0.99947,350.25,1.5601
81.177,105.07,0.99951,350.16,1.6091
82.739,104.76,0.99955,350.07,1.6698
79.351,102.3,0.99958,350,1.729
81.106,105.81,0.9996,350,1.787
83.965,106.43,0.99957,349.95,1.8469
84.231,105.91,0.99957,349.95,1.9104
81.939,103.49,0.99958,350.01,1.9711
79.401,103.25,0.9995,349.96,2.0279
83.948,106.57,0.99938,349.89,2.0826
80.278,104.12,0.9993,350.02,2.1637
79.913,102.14,0.99935,350.18,2.2475
83.622,105.47,0.99948,350.26,2.3312
80.809,103.52,0.99953,350.18,2.4127
82.909,106.21,0.99944,350.24,2.5271
81.539,107.43,0.99933,350.43,2.6442
79.03,106.96,0.99917,350.41,2.7714
81.201,103.45,0.99907,350.3,2.8923
82.886,106.45,0.99905,350.35,2.9903
84.555,106.3,0.99904,350.37,3.0894
82.372,102.16,0.99908,350.26,3.1861
81.193,105.12,0.99907,350.15,3.2829
81.177,107.56,0.99901,350.17,3.3784
80.389,104.57,0.99891,350.22,3.4759
84.577,106.61,0.99872,350.21,3.584
81.83,103.86,0.99855,350.16,3.6873
83.203,105.34,0.99858,350.1,3.7684
81.423,103.9,0.99866,350.05,3.8479
84.166,104.67,0.99868,350.01,3.9256
79.469,103.99,0.99871,349.94,4.0046
81.158,104.56,0.9987,349.97,4.0883
84.284,104.37,0.99869,350.02,4.1651
81.143,103.73,0.99879,349.9,4.2296
83.14,103.15,0.99889,349.79,4.2973
81.602,106.08,0.99888,349.92,4.3685
79.253,102.37,0.99885,349.99,4.4422
81.537,102.88,0.9988,349.85,4.5255
83.984,102.64,0.99875,349.74,4.6059
81.632,105.74,0.9987,349.79,4.6643
79.845,102.09,0.99865,349.86,4.7247
82.323,103.99,0.99863,349.94,4.7954
80.937,103.94,0.99865,349.94,4.8634
84.194,104.98,0.99866,349.91,4.9168
83.531,106.68,0.99867,349.87,4.9731
83.864,107.6,0.99873,349.78,5.0318
82.936,106.64,0.99881,349.76,5.0892
81.284,103.94,0.99885,349.85,5.1575
79.095,103.33,0.99888,349.96,5.2212
80.635,102.01,0.99886,350.11,5.2749
79.916,103.34,0.9988,350.15,5.3322
80.155,105.34,0.99872,350.11,5.3961
84.328,102.23,0.99866,350.14,5.4609
79.678,104.16,0.99862,350.25,5.5296
84.962,102.42,0.99859,350.31,5.5972
79.848,103.9,0.99855,350.32,5.6589
84.964,103.04,0.99852,350.3,5.7153
84.274,107.4,0.99855,350.25,5.7702
79.945,103.31,0.9986,350.21,5.8269
80.314,103.79,0.99859,350.24,5.8987
83.178,105.72,0.99852,350.23,5.9728
81.148,104.95,0.99848,350.15,6.0521
80.258,105.61,0.99847,350.11,6.1324
80.89,105.55,0.99847,350.2,6.2396
83.047,106.66,0.99843,350.13,6.3374
84.256,105.07,0.99833,349.92,6.4245
79.874,105.92,0.99829,349.8,6.5102
79.832,102.17,0.99819,349.83,6.6325
80.251,102.79,0.99808,349.76,6.7552
84.938,103.17,0.99815,349.64,6.8809
80.618,102.88,0.99828,349.61,7.0051
83.747,104.47,0.99819,349.7,7.1699
82.654,103.42,0.99807,349.67,7.335
80.862,102.33,0.99814,349.51,7.4954
81.85,103.59,0.99827,349.41,7.6519
80.697,102.86,0.99832,349.42,7.8091
83.586,105.37,0.99835,349.54,7.9523
82.545,102.74,0.99833,349.79,8.1122
81.765,106.03,0.99826,350,8.2716
81.157,104.86,0.99802,350.1,8.4084
80.034,107.07,0.99793,350.28,8.5332
79.328,104.7,0.99814,350.47,8.6654
82.653,104.96,0.99823,350.54,8.815
81.587,105.82,0.99799,350.5,8.9445
81.808,102.2,0.99777,350.49,9.063
83.228,102.31,0.99759,350.43,9.2049
83.752,102.98,0.99749,350.36,9.3401
82.822,106.58,0.99749,350.35,9.4654
80.753,107.07,0.9975,350.25,9.5884
79.631,107.22,0.9975,350.02,9.6675
80.405,102.44,0.9975,349.96,9.7373
83.349,102.01,0.99752,350.03,9.8323
83.872,103.09,0.99745,350.03,9.9167
82.428,105.11,0.99729,350.02,9.9758
83.731,102.67,0.99722,349.95,10.044
80.509,105.42,0.99726,349.87,10.148
82.975,103.25,0.99726,349.84,10.235
81.827,106.08,0.99723,349.8,10.287
79.923,103.58,0.99719,349.76,10.339
81.179,104.26,0.9972,349.76,10.401
83.462,107.78,0.99721,349.75,10.473
84.534,107,0.99714,349.7,10.565
84.043,105.63,0.99707,349.66,10.646
84.858,102.49,0.99704,349.71,10.704
79.449,107.68,0.9971,349.66,10.763
79.528,105.33,0.99727,349.46,10.815
80.763,105.75,0.99736,349.31,10.861
82.617,102.45,0.99731,349.46,10.922
84.72,106.7,0.99735,349.67,10.993
84.296,105.7,0.99745,349.74,11.08
80.494,104.33,0.99746,349.69,11.162
79.108,106.08,0.99739,349.61,11.242
84.622,104.1,0.99737,349.55,11.318
82.969,107.7,0.99739,349.53,11.375
80.791,102.82,0.9974,349.57,11.423
84.763,103.02,0.99739,349.79,11.499
83.259,105.96,0.99724,349.9,11.578
81.444,107.68,0.99696,349.72,11.652
84.643,105.3,0.99681,349.63,11.733
84.722,104.87,0.99674,349.93,11.82
82.471,102.48,0.99661,350,11.914
80.366,107.13,0.99665,349.75,12.024
83.98,102.49,0.99676,349.58,12.122
80.535,105.35,0.99677,349.68,12.169
83.072,107.01,0.99671,349.65,12.201
83.614,106.11,0.99656,349.48,12.239
84.723,104.92,0.9964,349.39,12.284
79.066,104.21,0.99623,349.54,12.335
83.566,107.65,0.99623,349.54,12.414
82.006,107.73,0.99648,349.32,12.512
83.943,107.53,0.99668,349.23,12.586
80.671,104.27,0.99666,349.39,12.622
81.762,105.43,0.99675,349.45,12.685
81.194,102.63,0.9969,349.41,12.78
79.828,102.9,0.99692,349.38,12.851
79.971,107.32,0.99683,349.37,12.871
83.339,103.97,0.99674,349.4,12.9
83.06,103.03,0.99657,349.49,12.938
82.093,102.7,0.99643,349.59,12.968
79.671,105.22,0.99637,349.46,13.016
82.949,104.6,0.99646,349.36,13.08
82.136,103.09,0.99668,349.59,13.127
79.043,105.88,0.99678,349.82,13.155
81.31,104.76,0.99664,349.67,13.211
79.137,105.05,0.99653,349.61,13.258
81.091,103.21,0.99652,349.76,13.253
81.678,104.27,0.99657,349.8,13.235
81.327,104.92,0.99653,349.69,13.243
80.522,103.49,0.99658,350,13.279
80.899,107.17,0.99682,350.58,13.348
83.274,102.31,0.99693,350.82,13.401
82.89,106.78,0.99692,350.58,13.419
82.159,102.59,0.99682,350.41,13.432
80.879,103.62,0.99644,350.38,13.431
84.307,105.1,0.99614,350.32,13.418
83.849,103.07,0.99605,350.17,13.429
81.514,104.53,0.99601,350.09,13.45
80.498,104.58,0.99615,350.06,13.454
79.639,102.17,0.99628,350.01,13.453
80.405,102.03,0.99624,349.96,13.47
82.175,106.14,0.99625,349.65,13.511
83.653,105.84,0.99634,349.03,13.57
83.094,103.53,0.99633,348.85,13.596
80.194,102.36,0.99635,349.35,13.604
79.28,105.78,0.99642,349.6,13.627
80.029,106.93,0.99634,349.36,13.64
82.906,102.1,0.99624,349.01,13.647
81.263,105.65,0.99622,349.05,13.662
84.991,103.8,0.9962,349.12,13.676
80.793,107.91,0.99617,349,13.683
83.045,103.69,0.99612,348.83,13.68
83.221,107.21,0.99603,348.74,13.674
83.196,106.81,0.99596,348.83,13.686
79.246,106.04,0.99588,349.19,13.71
82.546,102.06,0.99585,349.51,13.72
83.51,106.78,0.99572,349.42,13.744
84.089,106.06,0.99561,349.45,13.789
79.689,106.17,0.99569,349.89,13.819
79.597,107.67,0.99571,350.26,13.841
83.641,106.42,0.99559,350.12,13.863
82.499,107.7,0.99552,350.02,13.852
83.873,102.1,0.99548,350.09,13.806
82.322,104.65,0.99539,350.08,13.763
81.526,105.08,0.99529,349.95,13.777
80.424,103.55,0.99528,349.99,13.814
84.552,103.7,0.99531,350.08,13.836
81.794,105.88,0.99529,350.11,13.845
81.324,102.87,0.99517,350.04,13.812
82.469,105.27,0.99524,350.04,13.762
83.989,105.48,0.99557,350.09,13.766
79.328,107.75,0.99592,350.03,13.813
84.49,102.53,0.99595,349.73,13.811
84.223,104.96,0.99586,349.58,13.766
82.268,105.84,0.99576,349.78,13.725
81.645,104.02,0.99564,349.83,13.739
80.379,104.77,0.99539,349.66,13.739
82.672,102.43,0.99523,349.57,13.712
81.067,105.1,0.99532,349.43,13.726
81.895,107.42,0.99553,349.39,13.758
80.156,102.73,0.99558,349.45,13.766
82.973,106.44,0.99537,349.48,13.763
84.804,102.06,0.99511,349.55,13.756
83.777,107.93,0.99495,349.44,13.76
84.217,104.97,0.99499,349.61,13.74
83.467,106.41,0.99529,349.99,13.761
84.987,105.43,0.99571,349.94,13.865
82.638,104.94,0.99584,349.71,13.924
83.075,102.88,0.99592,349.34,13.899
81.7,103.53,0.99609,349.11,13.889
84.09,104.62,0.99604,349.46,13.887
79.243,107.69,0.99598,349.81,13.904
83.712,104.5,0.99592,349.68,13.937
84.947,104.71,0.99577,349.5,13.922
82.063,102.16,0.99577,349.32,13.851
81.508,103.55,0.99576,349.35,13.802
83.142,107.6,0.99578,349.55,13.814
81.635,106.3,0.99587,349.52,13.827
81.271,103.47,0.99588,349.22,13.83
81.244,105.77,0.99583,349.01,13.811
83.289,103.47,0.99578,348.91,13.836
79.745,105.85,0.99564,348.95,13.865
79.988,102.1,0.99544,349.34,13.823
80.928,104.6,0.99532,349.69,13.757
83.171,102.71,0.99526,349.59,13.728
84.465,107.62,0.99519,349.43,13.726
80.32,104,0.99521,349.44,13.76
83.863,103.39,0.9952,349.57,13.785
82.064,106.42,0.99522,349.72,13.758
80.795,106.47,0.99535,349.91,13.747
82.133,103.22,0.99543,350.1,13.779
82.753,103.92,0.99546,350.1,13.826
82.115,103.33,0.99557,350.12,13.825
83.782,104.91,0.99553,350.13,13.78
84.773,104.33,0.99531,349.79,13.734
82.033,107.74,0.99524,349.55,13.695
80.636,104.18,0.99525,350.06,13.666
83.405,104.87,0.99511,349.31,13.633
82.035,102.22,0.9951,346.87,13.576
83.053,104.86,0.9953,345.67,13.532
79.598,106.02,0.99532,346.56,13.551
81.114,104.4,0.99547,347.23,13.572
80.925,106.1,0.99599,347.74,13.57
81.542,104.61,0.99642,348.16,13.59
79.214,102.69,0.99644,348.69,13.628
82.291,105.38,0.99645,348.91,13.674
80.607,102.89,0.99647,348.67,13.762
80.618,102.35,0.99644,348.41,13.811
79.871,107.78,0.99651,348.46,13.772
82.76,102.76,0.99653,348.56,13.75
84.084,102.66,0.99627,348.75,13.766
84.505,105.31,0.99611,348.98,13.787
80.156,102.35,0.99624,349.14,13.769
82.818,104.51,0.99611,349.27,13.752
84.632,106.89,0.99571,349.39,13.759
79.078,103.44,0.99551,349.38,13.765
84.368,103.33,0.99562,349.46,13.814
80.332,105.58,0.99562,349.64,13.836
84.346,107.31,0.99549,349.71,13.756
84.717,103.39,0.9954,349.72,13.691
79.042,106.95,0.99529,349.74,13.724
83.688,106.15,0.99522,349.7,13.773
83.257,107.7,0.99536,349.66,13.832
81.067,105.04,0.99548,349.66,13.884
82.902,107.4,0.99544,349.77,13.884
82.339,107.6,0.99554,350.02,13.893
83.725,104.66,0.99573,350.35,13.959
84.978,102.41,0.99577,350.49,14.009
79.594,105.37,0.99558,350.34,14.019
83.11,104.56,0.99546,350.16,14.021
82.595,103.47,0.99547,350.06,13.988
84.239,105.16,0.99551,350.04,13.959
84.277,104.19,0.99543,350.1,13.968
79.891,102.86,0.99549,350.03,13.967
82.906,104.05,0.99575,349.75,13.944
84.34,104,0.99594,349.48,13.924
81.805,105.34,0.99593,349.32,13.951
81.666,107.01,0.99598,349.41,13.985
83.747,103.49,0.99605,349.85,13.993
81.254,103.65,0.99608,350.13,13.993
84.441,102.64,0.99615,349.84,14.035
81.451,104.54,0.99624,349.7,14.037
82.599,105.48,0.99619,349.95,13.967
83.182,107.5,0.99598,350.21,13.921
82.242,107.6,0.99576,350.12,13.966
81.446,102.88,0.99557,349.88,13.995
81.972,106.11,0.99546,349.61,13.98
80.497,103.4,0.99547,349.59,13.949
81.497,105.45,0.99544,349.66,13.949
82.941,106.28,0.99533,349.56,13.963
84.523,107.9,0.99528,349.46,13.976
81.724,106.07,0.9953,349.52,13.963
82.236,105.7,0.99518,349.72,13.934
83.269,104.02,0.99524,349.85,13.926
83.772,104.8,0.99568,349.92,13.924
82.34,104.74,0.996,349.9,13.915
82.373,103.64,0.99573,349.74,13.935
80.686,106.9,0.99556,349.75,13.964
79.027,107.89,0.99571,350.06,13.949
84.271,106.92,0.99596,350.21,13.91
83.653,103.94,0.99591,349.56,13.893
81.506,107.14,0.99583,349.41,13.916
81.885,106.49,0.99589,350.2,13.954
80.629,106.67,0.99585,350.75,13.981
81.442,102.79,0.9957,350.41,13.946
80.962,102.72,0.99535,350.23,13.933
82.222,104.91,0.99476,350.33,13.989
82.305,104.07,0.99452,350.5,14.017
80.424,107.04,0.99468,350.5,13.971
83.128,106.19,0.99497,350.62,13.946
80.856,107.57,0.99548,350.91,13.952
81.486,107.5,0.99572,351.01,13.98
84.404,106.61,0.99544,351.05,14.042
81.897,103.45,0.99528,350.91,14.089
80.367,104.75,0.99539,350.3,14.081
83.287,102.12,0.99544,349.91,14.072
79.874,106.61,0.9954,349.55,14.07
82.527,103.01,0.99547,349.29,14.033
82.514,104.87,0.99555,349.75,13.989
79.05,102.76,0.99551,350.08,13.969
79.878,102.29,0.99548,349.97,13.964
83.509,105.52,0.99542,349.97,13.965
84.857,102.53,0.99528,349.86,13.986
84.782,103.91,0.99522,349.76,14.002
83.452,102.62,0.99525,349.67,14.007
84.189,104.49,0.99523,349.5,14.004
81.497,105.06,0.99526,349.37,13.981
80.934,105.95,0.9953,349.37,13.949
79.551,102.8,0.99542,349.35,13.947
81.534,103.52,0.99557,349.37,13.977
82.459,105.28,0.99554,349.54,14.007
80.067,102.04,0.99538,349.59,14.011
80.857,107.26,0.99546,349.41,14.003
82.078,105.61,0.9956,349.18,14.005
79.563,102.54,0.99556,348.86,14
83.019,105.86,0.99552,348.77,13.979
81.118,102.94,0.99555,348.86,13.998
83.362,104.73,0.99553,348.93,14.015
83.057,107.47,0.99556,349.07,13.974
79.209,103.28,0.99553,349.21,13.929
84.553,105.17,0.99532,349.1,13.958
83.215,103.47,0.99532,349.03,13.967
84.123,103.9,0.99561,349.19,13.916
83.245,102.6,0.99576,349.27,13.875
79.844,107.43,0.9955,349.13,13.863
81.273,102.54,0.99547,349.17,13.888
79.86,104.47,0.99581,349.37,13.977
81.767,102.64,0.99599,349.57,14.022
84.225,107.71,0.99592,349.7,13.999
83.889,103.14,0.99599,349.62,14.037
81.926,107.92,0.99606,349.24,14.114
79.533,103.14,0.99611,349.04,14.139
82.049,103.03,0.99606,349.01,14.14
79.842,107.14,0.99594,348.91,14.161
81.29,106.91,0.99585,348.96,14.154
79.759,103.5,0.99584,349.02,14.128
81.363,105.51,0.99578,349.08,14.104
81.773,107.73,0.99576,349.16,14.069
84.034,106.27,0.99589,349.15,14.032
81.872,104.84,0.99596,349.15,14.006
82.529,107.88,0.9959,349.26,13.98
79.136,104.16,0.99592,349.11,13.974
81.18,105.68,0.99599,348.7,14.012
84.216,102.69,0.99607,348.56,14.058
80.748,107.94,0.9961,348.76,14.058
80.524,104.58,0.99601,348.81,14.028
82.406,102.97,0.99587,348.81,13.998
80.781,106.63,0.99579,348.82,13.993
79.303,103.95,0.9957,348.82,13.983
79.947,102.05,0.99569,348.73,13.95
79.919,103.84,0.99591,348.62,13.925
82.816,104.65,0.99605,348.64,13.929
79.283,107.12,0.996,348.83,13.934
84.313,107.54,0.99588,349.08,13.927
80.432,105.42,0.99567,349.35,13.929
80.96,103.1,0.99552,349.56,13.935
80.963,103.24,0.99548,349.68,13.929
83.345,104.84,0.99551,349.82,13.933
79.399,105.3,0.99562,349.96,13.954
84.564,103.04,0.99567,349.99,13.969
79.573,107.44,0.99571,349.93,13.941
82.482,107.33,0.99576,349.84,13.911
83.637,105.42,0.99573,349.72,13.906
83.507,105.38,0.99567,349.61,13.913
84.615,102.94,0.99568,349.45,13.91
79.054,104.61,0.99568,349.28,13.888
82.551,104.48,0.99567,349.25,13.85
83.026,105.43,0.99571,349.31,13.825
82.467,102.44,0.99564,349.6,13.81
83.483,102.06,0.99556,349.74,13.793
81.343,103.44,0.99564,349.38,13.793
82.654,107.18,0.99574,349.07,13.8
82.998,103.04,0.99568,349.02,13.803
83.148,104.42,0.99559,348.95,13.814
81.189,105.93,0.99553,349.06,13.83
81.322,105.88,0.99556,349.26,13.853
79.235,102.67,0.99554,349.38,13.866
79.383,102.94,0.99546,349.47,13.857
84.499,107.1,0.99546,349.52,13.836
84.011,107.47,0.99546,349.57,13.819
79.164,102.46,0.99549,349.5,13.828
82.699,106.33,0.99564,349.35,13.865
80.343,105.88,0.99581,349.35,13.907
79.859,102.11,0.99583,349.52,13.928
81.641,102.34,0.99587,349.7,13.923
79.245,103.24,0.99597,349.53,13.888
83.325,106.52,0.99593,349.01,13.831
83.082,106.34,0.99585,348.77,13.802
79.548,103.04,0.99589,348.83,13.834
83.941,105.78,0.99587,348.97,13.865
81.659,102.16,0.99578,349.38,13.87
80.336,107.05,0.99576,349.74,13.877
81.065,106.15,0.9958,349.86,13.899
82.393,103.4,0.99572,349.92,13.895
79.564,102.02,0.9956,349.86,13.873
81.222,104.09,0.99551,349.8,13.872
81.777,104.14,0.99531,349.96,13.867
79.649,105.23,0.99519,350.03,13.864
83.535,103.51,0.99535,349.83,13.906
80.764,104.3,0.99552,349.63,13.953
82.963,106.48,0.99545,349.65,13.99
81.949,106.71,0.99545,349.7,14.012
82.455,107.32,0.99555,349.73,13.985
80.132,103.71,0.9956,349.72,13.958
84.668,107.63,0.9956,349.63,13.951
82.151,106.14,0.99562,349.72,13.924
81.686,104.37,0.99564,350.07,13.893
81.479,106.19,0.99566,350.33,13.879
80.533,106.75,0.99563,350.29,13.91
82.465,102.82,0.99557,350.29,13.925
81.447,107,0.99554,350.32,13.883
84.13,105.48,1,273.15,0.1
83.63,104.38,0.99994,281.12,0.10498
83.312,104.68,0.99987,287.85,0.10998
79.356,106.68,0.99989,293.53,0.11505
81.097,105.07,0.99993,298.55,0.12019
83.508,102.09,0.99989,304.24,0.12674
80.583,107.72,0.99993,308.96,0.13308
80.642,107.47,1.0001,312.91,0.13918
84.477,107.66,1.0001,316.32,0.14539
84.437,102.98,1,319.48,0.15219
83.52,106.38,1,322.3,0.15913
79.275,107.89,0.99997,324.87,0.16626
80.307,103.89,0.99994,327.05,0.17326
81.702,103.98,0.99989,329.02,0.18083
79.567,102.39,0.99993,330.8,0.18861
80.634,106.85,1.0001,332.46,0.19645
81.475,106.78,1.0001,333.97,0.20409
84.209,105.79,1.0001,335.71,0.21396
79.204,103.65,0.99998,337.18,0.22372
80.964,104.79,0.99989,338.34,0.23306
81.037,107.99,0.99989,339.28,0.24239
80.559,102.84,1,340.68,0.25648
