FlujoRx,FlujoCh,Concent,Tempera,Volumen
84.445,107.15,0.99531,349.96,13.867
80.674,102.53,0.99519,350.03,13.864
84.457,102.78,0.99535,349.83,13.906
79.34,105.15,0.99552,349.63,13.953
82.697,103.92,0.99545,349.65,13.99
83.705,106.79,0.99545,349.7,14.012
83.918,103.13,0.99555,349.73,13.985
84.642,103.44,0.9956,349.72,13.958
81.099,105.36,0.9956,349.63,13.951
84.031,106.66,0.99562,349.72,13.924
79.537,104.7,0.99564,350.07,13.893
80.59,104.54,0.99566,350.33,13.879
84.717,104.83,0.99563,350.29,13.91
84.343,103.48,0.99557,350.29,13.925
80.637,102.41,0.99554,350.32,13.883
80.706,105.64,1,273.15,0.1
83.23,104.92,0.99994,281.12,0.10498
79.404,102.43,0.99987,287.85,0.10998
82.289,102.74,0.99989,293.53,0.11505
84.121,105.35,0.99993,298.55,0.12019
83.185,105.76,0.99989,304.24,0.12674
79.248,102.77,0.99993,308.96,0.13308
82.866,106.08,1.0001,312.91,0.13918
83.102,106.22,1.0001,316.32,0.14539
84.21,102.41,1,319.48,0.15219
79.653,106.98,1,322.3,0.15913
82.305,104.79,0.99997,324.87,0.16626
82.748,106.62,0.99994,327.05,0.17326
80.083,103.8,0.99989,329.02,0.18083
79.234,103.42,0.99993,330.8,0.18861
83.846,105.13,1.0001,332.46,0.19645
84.167,102.66,1.0001,333.97,0.20409
83.774,106.5,1.0001,335.71,0.21396
80.531,102.15,0.99998,337.18,0.22372
79.569,107.33,0.99989,338.34,0.23306
82.5,102.48,0.99989,339.28,0.24239
83.097,105.76,1,340.68,0.25648
80.351,102.17,1.0001,341.94,0.27068
81.997,107.71,1.0001,342.89,0.28531
80.186,105.96,0.99993,343.67,0.29985
84.64,102.75,0.99982,344.35,0.31342
83.81,105.14,0.99977,344.9,0.32677
79.685,103.85,0.99984,345.4,0.34038
83.658,102.28,0.99993,345.8,0.35414
84.968,102.58,0.99991,346.11,0.36929
80.021,103.42,0.9999,346.34,0.38438
82.51,102.77,0.99998,346.44,0.39908
79.921,107.67,1,346.6,0.41375
80.101,102.68,1,346.89,0.42923
81.545,106.03,1.0001,347.2,0.4445
84.069,102.59,1.0002,347.53,0.45971
84.971,102.94,1.0002,347.73,0.47488
81.468,105.37,1.0003,347.73,0.49295
79.12,105.71,1.0003,347.84,0.5107
81.154,106.5,1.0001,348.18,0.52744
83.363,102.84,1.0001,348.45,0.54435
83.736,106.47,1,348.53,0.56466
84.087,106.51,0.99996,348.54,0.58367
80.62,105.95,0.99998,348.48,0.60142
79.208,103.62,1.0001,348.55,0.61981
81.986,103.62,1.0001,348.68,0.63882
79.244,102.27,1,348.73,0.65755
81.747,106.27,0.99987,348.78,0.67651
84.398,105.46,0.99977,348.82,0.6957
84.451,105.43,0.99974,348.93,0.71932
84.052,104.74,0.9998,349.11,0.74221
81.949,105.34,0.99988,349.23,0.76514
82.826,107.33,0.99988,349.31,0.78814
81.124,107.66,0.99988,349.4,0.81494
80.7,104.17,0.99985,349.55,0.84097
79.268,104.57,0.99972,349.77,0.86619
81.144,102.63,0.99962,349.86,0.89175
80.589,106.07,0.99962,349.86,0.92248
79.046,104.74,0.99961,350.02,0.95344
82.653,106.54,0.9996,350.24,0.98431
83.758,106.21,0.99957,350.35,1.0147
81.789,102.84,0.99953,350.44,1.0591
79.749,104.26,0.99949,350.53,1.1028
80.092,107.91,0.99941,350.44,1.1442
81.614,104.81,0.99937,350.33,1.1855
80.113,104.28,0.99946,350.32,1.243
84.557,103.12,0.99951,350.25,1.2977
81.334,102.56,0.99951,350.17,1.351
84.64,107.4,0.99948,350.06,1.4062
79.661,106.8,0.99946,350.11,1.4608
80.937,106.74,0.99946,350.25,1.5121
81.052,107.45,0.99947,350.25,1.5601
79.782,106.36,0.99951,350.16,1.6091
83.322,105.89,0.99955,350.07,1.6698
82.632,104.26,0.99958,350,1.729
81.448,102.33,0.9996,350,1.787
79.196,105.31,0.99957,349.95,1.8469
81.356,104.71,0.99957,349.95,1.9104
80.98,103.94,0.99958,350.01,1.9711
84.541,106.46,0.9995,349.96,2.0279
79.992,102.94,0.99938,349.89,2.0826
81.513,105.67,0.9993,350.02,2.1637
79.626,107.06,0.99935,350.18,2.2475
83.376,106.39,0.99948,350.26,2.3312
83.215,106.6,0.99953,350.18,2.4127
84.629,107.74,0.99944,350.24,2.5271
82.613,105.37,0.99933,350.43,2.6442
84.755,103.59,0.99917,350.41,2.7714
81.316,102.17,0.99907,350.3,2.8923
84.684,104.65,0.99905,350.35,2.9903
83.893,107.8,0.99904,350.37,3.0894
83.486,104.18,0.99908,350.26,3.1861
83.677,105.47,0.99907,350.15,3.2829
84.898,104.21,0.99901,350.17,3.3784
82.291,106.77,0.99891,350.22,3.4759
79.579,103.97,0.99872,350.21,3.584
82.796,103.99,0.99855,350.16,3.6873
82.306,104.47,0.99858,350.1,3.7684
82.534,103.29,0.99866,350.05,3.8479
81.741,102.27,0.99868,350.01,3.9256
83.845,102.58,0.99871,349.94,4.0046
81.771,106.6,0.9987,349.97,4.0883
81.776,106.28,0.99869,350.02,4.1651
83.55,102.58,0.99879,349.9,4.2296
80.204,105.61,0.99889,349.79,4.2973
84.651,105.06,0.99888,349.92,4.3685
82.201,103.62,0.99885,349.99,4.4422
82.573,106.59,0.9988,349.85,4.5255
79.015,103.38,0.99875,349.74,4.6059
79.486,107.53,0.9987,349.79,4.6643
83.264,107.27,0.99865,349.86,4.7247
84.568,102.2,0.99863,349.94,4.7954
79.564,102.98,0.99865,349.94,4.8634
79.954,107.32,0.99866,349.91,4.9168
84.795,105.49,0.99867,349.87,4.9731
84.22,106.9,0.99873,349.78,5.0318
83.9,105.68,0.99881,349.76,5.0892
81.567,104.7,0.99885,349.85,5.1575
80.356,106.99,0.99888,349.96,5.2212
80.753,107.68,0.99886,350.11,5.2749
83.649,104.26,0.9988,350.15,5.3322
83.323,105.04,0.99872,350.11,5.3961
84.022,105.28,0.99866,350.14,5.4609
79.945,105.64,0.99862,350.25,5.5296
79.921,105.21,0.99859,350.31,5.5972
83.526,107.32,0.99855,350.32,5.6589
84.083,107.76,0.99852,350.3,5.7153
80.09,102.37,0.99855,350.25,5.7702
80.859,102.59,0.9986,350.21,5.8269
81.773,104.37,0.99859,350.24,5.8987
79.837,106.55,0.99852,350.23,5.9728
80.11,106.96,0.99848,350.15,6.0521
83.37,103.32,0.99847,350.11,6.1324
81.39,106.06,0.99847,350.2,6.2396
84.116,102.08,0.99843,350.13,6.3374
81.771,106.47,0.99833,349.92,6.4245
84.842,107.03,0.99829,349.8,6.5102
79.308,102.04,0.99819,349.83,6.6325
82.477,107.97,0.99808,349.76,6.7552
79.729,104.52,0.99815,349.64,6.8809
81.291,105.65,0.99828,349.61,7.0051
84.244,102.44,0.99819,349.7,7.1699
81.86,103.67,0.99807,349.67,7.335
81.241,107.27,0.99814,349.51,7.4954
83.295,104.33,0.99827,349.41,7.6519
80.14,104.27,0.99832,349.42,7.8091
79.808,106.53,0.99835,349.54,7.9523
81.929,104.08,0.99833,349.79,8.1122
80.409,103.3,0.99826,350,8.2716
83.912,104.51,0.99802,350.1,8.4084
81.88,105.57,0.99793,350.28,8.5332
79.52,102.04,0.99814,350.47,8.6654
82.083,102.44,0.99823,350.54,8.815
84.187,104.56,0.99799,350.5,8.9445
80.075,102.35,0.99777,350.49,9.063
80.269,105.4,0.99759,350.43,9.2049
79.549,107.76,0.99749,350.36,9.3401
83.31,105.51,0.99749,350.35,9.4654
84.494,103.87,0.9975,350.25,9.5884
82.305,105.69,0.9975,350.02,9.6675
83.964,106.4,0.9975,349.96,9.7373
80.786,105.34,0.99752,350.03,9.8323
79.77,107.12,0.99745,350.03,9.9167
82.433,105.17,0.99729,350.02,9.9758
79.111,104.67,0.99722,349.95,10.044
83.169,105.43,0.99726,349.87,10.148
79.265,107.05,0.99726,349.84,10.235
80.364,103.34,0.99723,349.8,10.287
83.872,103.39,0.99719,349.76,10.339
79.388,106.21,0.9972,349.76,10.401
79.967,106.64,0.99721,349.75,10.473
79.602,104.27,0.99714,349.7,10.565
79.726,103.98,0.99707,349.66,10.646
82.323,105.98,0.99704,349.71,10.704
79.866,103.34,0.9971,349.66,10.763
80.37,107.49,0.99727,349.46,10.815
80.613,104.64,0.99736,349.31,10.861
83.118,104.27,0.99731,349.46,10.922
82.499,102.92,0.99735,349.67,10.993
81.627,103.24,0.99745,349.74,11.08
83.957,104.93,0.99746,349.69,11.162
80.824,104.89,0.99739,349.61,11.242
84.667,104.88,0.99737,349.55,11.318
81.063,103.85,0.99739,349.53,11.375
81.328,107.26,0.9974,349.57,11.423
80.129,103.04,0.99739,349.79,11.499
84.147,106.05,0.99724,349.9,11.578
84.811,103.59,0.99696,349.72,11.652
79.459,106.71,0.99681,349.63,11.733
84.242,105.17,0.99674,349.93,11.82
79.083,107.79,0.99661,350,11.914
79.572,106.34,0.99665,349.75,12.024
81.338,103.29,0.99676,349.58,12.122
80.403,107.33,0.99677,349.68,12.169
82.557,104.04,0.99671,349.65,12.201
79.761,102.8,0.99656,349.48,12.239
82.909,102.8,0.9964,349.39,12.284
84.073,105.43,0.99623,349.54,12.335
79.574,102.49,0.99623,349.54,12.414
80.814,104.07,0.99648,349.32,12.512
84.457,105.43,0.99668,349.23,12.586
80.648,102.78,0.99666,349.39,12.622
82.256,104.03,0.99675,349.45,12.685
83.411,105.42,0.9969,349.41,12.78
81.475,106.66,0.99692,349.38,12.851
81.319,107.62,0.99683,349.37,12.871
79.869,105.91,0.99674,349.4,12.9
83.273,106.6,0.99657,349.49,12.938
83.656,107.14,0.99643,349.59,12.968
82.258,105.62,0.99637,349.46,13.016
81.681,105.64,0.99646,349.36,13.08
83.2,104.51,0.99668,349.59,13.127
83.777,102.65,0.99678,349.82,13.155
83.382,107.61,0.99664,349.67,13.211
81.157,102.98,0.99653,349.61,13.258
83.18,102.96,0.99652,349.76,13.253
83.079,107.51,0.99657,349.8,13.235
80.546,103.3,0.99653,349.69,13.243
83.077,104.93,0.99658,350,13.279
81.69,106.51,0.99682,350.58,13.348
79.956,107.14,0.99693,350.82,13.401
79.12,105.9,0.99692,350.58,13.419
82.678,104.25,0.99682,350.41,13.432
83.932,104.82,0.99644,350.38,13.431
83.435,104.68,0.99614,350.32,13.418
81.793,102.21,0.99605,350.17,13.429
82.155,107.64,0.99601,350.09,13.45
82.187,104.85,0.99615,350.06,13.454
84.477,106.36,0.99628,350.01,13.453
80.656,103.77,0.99624,349.96,13.47
82.308,103.43,0.99625,349.65,13.511
80.555,106.66,0.99634,349.03,13.57
79.852,105.94,0.99633,348.85,13.596
84.971,103.25,0.99635,349.35,13.604
84.352,102.02,0.99642,349.6,13.627
82.999,103.91,0.99634,349.36,13.64
84.527,107.82,0.99624,349.01,13.647
81.865,105.44,0.99622,349.05,13.662
83.333,103.82,0.9962,349.12,13.676
80.735,106.11,0.99617,349,13.683
80.778,104.73,0.99612,348.83,13.68
83.479,103.75,0.99603,348.74,13.674
81.637,102.62,0.99596,348.83,13.686
83.962,107.88,0.99588,349.19,13.71
80.175,103.01,0.99585,349.51,13.72
82.663,104.22,0.99572,349.42,13.744
81.398,106.71,0.99561,349.45,13.789
83.098,104.74,0.99569,349.89,13.819
84.051,104.64,0.99571,350.26,13.841
82.818,105.65,0.99559,350.12,13.863
80.075,105.3,0.99552,350.02,13.852
80.866,106.48,0.99548,350.09,13.806
82.935,106.61,0.99539,350.08,13.763
80.629,102.46,0.99529,349.95,13.777
82.155,103.63,0.99528,349.99,13.814
83.539,106.6,0.99531,350.08,13.836
82.754,107.75,0.99529,350.11,13.845
79.702,105.78,0.99517,350.04,13.812
80.529,106.57,0.99524,350.04,13.762
80.236,107.9,0.99557,350.09,13.766
82.908,104.06,0.99592,350.03,13.813
80.934,106.69,0.99595,349.73,13.811
84.594,105.99,0.99586,349.58,13.766
81.978,102.4,0.99576,349.78,13.725
79.094,106.89,0.99564,349.83,13.739
82.061,104.48,0.99539,349.66,13.739
83.457,105.46,0.99523,349.57,13.712
83.58,103.97,0.99532,349.43,13.726
84.631,103.33,0.99553,349.39,13.758
84.238,107.88,0.99558,349.45,13.766
82.537,107.1,0.99537,349.48,13.763
82.672,103.71,0.99511,349.55,13.756
80.844,104.71,0.99495,349.44,13.76
84.367,105.83,0.99499,349.61,13.74
79.06,103.8,0.99529,349.99,13.761
81.206,106.47,0.99571,349.94,13.865
84.744,105.45,0.99584,349.71,13.924
79.683,103.29,0.99592,349.34,13.899
79.801,107.51,0.99609,349.11,13.889
84.208,106.9,0.99604,349.46,13.887
82.045,106.98,0.99598,349.81,13.904
83.883,102.6,0.99592,349.68,13.937
82.428,103.76,0.99577,349.5,13.922
81.022,104.49,0.99577,349.32,13.851
82.768,107.16,0.99576,349.35,13.802
79.93,103.92,0.99578,349.55,13.814
83.378,104.48,0.99587,349.52,13.827
84.393,106.97,0.99588,349.22,13.83
83.515,103.02,0.99583,349.01,13.811
79.099,102.96,0.99578,348.91,13.836
80.002,102.06,0.99564,348.95,13.865
83.749,102.48,0.99544,349.34,13.823
79.717,103.55,0.99532,349.69,13.757
84.025,104.86,0.99526,349.59,13.728
82.038,104.64,0.99519,349.43,13.726
79.371,106.48,0.99521,349.44,13.76
79.402,102.81,0.9952,349.57,13.785
80.338,104.12,0.99522,349.72,13.758
81.493,107.37,0.99535,349.91,13.747
80.977,106.92,0.99543,350.1,13.779
84.932,102.42,0.99546,350.1,13.826
83.601,102.29,0.99557,350.12,13.825
79.552,107.33,0.99553,350.13,13.78
82.17,105.94,0.99531,349.79,13.734
84.981,104.01,0.99524,349.55,13.695
84.85,104.12,0.99525,350.06,13.666
80.391,102.61,0.99511,349.31,13.633
84.105,104.42,0.9951,346.87,13.576
79.923,105.03,0.9953,345.67,13.532
84.164,106.62,0.99532,346.56,13.551
80.75,102.39,0.99547,347.23,13.572
84.487,107.08,0.99599,347.74,13.57
82.768,105.31,0.99642,348.16,13.59
79.061,104.52,0.99644,348.69,13.628
82.182,105.45,0.99645,348.91,13.674
82.92,103.45,0.99647,348.67,13.762
81.67,103.24,0.99644,348.41,13.811
84.216,106.43,0.99651,348.46,13.772
81.174,103.3,0.99653,348.56,13.75
82.169,104.55,0.99627,348.75,13.766
81.966,105.48,0.99611,348.98,13.787
80.042,104.43,0.99624,349.14,13.769
80.782,103.94,0.99611,349.27,13.752
83.813,102.43,0.99571,349.39,13.759
83.179,107.81,0.99551,349.38,13.765
79.966,107.15,0.99562,349.46,13.814
79.949,106.2,0.99562,349.64,13.836
79.655,103.65,0.99549,349.71,13.756
80.365,102.49,0.9954,349.72,13.691
83.381,104.55,0.99529,349.74,13.724
80.749,103.9,0.99522,349.7,13.773
80.382,103.14,0.99536,349.66,13.832
80.47,102.92,0.99548,349.66,13.884
81.297,104.78,0.99544,349.77,13.884
83.355,104.32,0.99554,350.02,13.893
84.587,107.59,0.99573,350.35,13.959
79.541,107.21,0.99577,350.49,14.009
82.194,103.19,0.99558,350.34,14.019
79.983,106.66,0.99546,350.16,14.021
82.74,106.81,0.99547,350.06,13.988
83.886,107.41,0.99551,350.04,13.959
82.308,107.81,0.99543,350.1,13.968
82.477,102.84,0.99549,350.03,13.967
79.919,106.23,0.99575,349.75,13.944
81.516,107,0.99594,349.48,13.924
82.698,103.54,0.99593,349.32,13.951
80.816,103.48,0.99598,349.41,13.985
79.487,105.08,0.99605,349.85,13.993
81.382,102.63,0.99608,350.13,13.993
81.419,107.24,0.99615,349.84,14.035
83.614,103.59,0.99624,349.7,14.037
81.118,107.72,0.99619,349.95,13.967
79.181,107.22,0.99598,350.21,13.921
80.721,105.89,0.99576,350.12,13.966
81.379,104.42,0.99557,349.88,13.995
84.676,102.91,0.99546,349.61,13.98
81.086,103.01,0.99547,349.59,13.949
82.615,107.17,0.99544,349.66,13.949
81.508,102.4,0.99533,349.56,13.963
80.162,107.35,0.99528,349.46,13.976
82.34,107.87,0.9953,349.52,13.963
80.776,106.18,0.99518,349.72,13.934
84.182,103.37,0.99524,349.85,13.926
83.322,105.78,0.99568,349.92,13.924
83.017,102.51,0.996,349.9,13.915
83.173,104.48,0.99573,349.74,13.935
79.379,103.07,0.99556,349.75,13.964
84.263,105.77,0.99571,350.06,13.949
84.916,103.81,0.99596,350.21,13.91
82.938,107,0.99591,349.56,13.893
84.073,105.01,0.99583,349.41,13.916
83.03,104.63,0.99589,350.2,13.954
79.756,106.38,0.99585,350.75,13.981
80.195,105.23,0.9957,350.41,13.946
80.349,106.99,0.99535,350.23,13.933
84.758,104.61,0.99476,350.33,13.989
83.69,103.22,0.99452,350.5,14.017
80.356,105.56,0.99468,350.5,13.971
81.607,105.63,0.99497,350.62,13.946
81.163,105.5,0.99548,350.91,13.952
82.695,104.71,0.99572,351.01,13.98
79.714,107.76,0.99544,351.05,14.042
82.182,107.98,0.99528,350.91,14.089
81.779,106.44,0.99539,350.3,14.081
81.16,105.43,0.99544,349.91,14.072
81.956,103.24,0.9954,349.55,14.07
81.417,105.96,0.99547,349.29,14.033
82.015,105.53,0.99555,349.75,13.989
84.05,103.91,0.99551,350.08,13.969
83.777,107.08,0.99548,349.97,13.964
80.168,104.93,0.99542,349.97,13.965
82.008,103.01,0.99528,349.86,13.986
84.372,106.03,0.99522,349.76,14.002
82.736,103.38,0.99525,349.67,14.007
82.134,106.35,0.99523,349.5,14.004
84.454,107.95,0.99526,349.37,13.981
82.183,105.87,0.9953,349.37,13.949
82.105,106.45,0.99542,349.35,13.947
83.369,106.16,0.99557,349.37,13.977
83.346,107.97,0.99554,349.54,14.007
80.732,102.92,0.99538,349.59,14.011
83.244,102.4,0.99546,349.41,14.003
82.85,103.64,0.9956,349.18,14.005
82.975,104.74,0.99556,348.86,14
82.139,103.41,0.99552,348.77,13.979
82.468,107.36,0.99555,348.86,13.998
84.286,106.24,0.99553,348.93,14.015
79.147,103.53,0.99556,349.07,13.974
81.489,104.13,0.99553,349.21,13.929
83.278,106.29,0.99532,349.1,13.958
84.575,102.23,0.99532,349.03,13.967
84.415,106.52,0.99561,349.19,13.916
79.216,102.41,0.99576,349.27,13.875
81.746,102.24,0.9955,349.13,13.863
82.656,102.24,0.99547,349.17,13.888
84.623,103.52,0.99581,349.37,13.977
81.983,104.65,0.99599,349.57,14.022
81.939,104.58,0.99592,349.7,13.999
83.711,104.12,0.99599,349.62,14.037
80.315,103.57,0.99606,349.24,14.114
81.428,107.79,0.99611,349.04,14.139
79.532,106.24,0.99606,349.01,14.14
79.275,102.57,0.99594,348.91,14.161
82.58,102.23,0.99585,348.96,14.154
81.295,105.62,0.99584,349.02,14.128
79.023,104.47,0.99578,349.08,14.104
84.897,105.87,0.99576,349.16,14.069
81.955,105.32,0.99589,349.15,14.032
83.475,103.29,0.99596,349.15,14.006
79.555,105.37,0.9959,349.26,13.98
84.934,107.73,0.99592,349.11,13.974
81.937,102.55,0.99599,348.7,14.012
82.003,106.91,0.99607,348.56,14.058
84.074,102.61,0.9961,348.76,14.058
83.89,104.5,0.99601,348.81,14.028
79.1,102.88,0.99587,348.81,13.998
80.576,105.93,0.99579,348.82,13.993
82.157,104.75,0.9957,348.82,13.983
84.078,105.28,0.99569,348.73,13.95
82.327,104.67,0.99591,348.62,13.925
79.387,104.6,0.99605,348.64,13.929
79.609,102.2,0.996,348.83,13.934
79.281,105.64,0.99588,349.08,13.927
81.134,103.82,0.99567,349.35,13.929
83.074,104.93,0.99552,349.56,13.935
82.631,104.96,0.99548,349.68,13.929
79.968,104.51,0.99551,349.82,13.933
83.091,102.89,0.99562,349.96,13.954
83.293,107.64,0.99567,349.99,13.969
81.959,104.83,0.99571,349.93,13.941
80.455,104.89,0.99576,349.84,13.911
83.047,106.6,0.99573,349.72,13.906
79.31,105.89,0.99567,349.61,13.913
81.76,105.67,0.99568,349.45,13.91
79.042,104.83,0.99568,349.28,13.888
80.982,107.4,0.99567,349.25,13.85
79.172,103.51,0.99571,349.31,13.825
84.652,102.76,0.99564,349.6,13.81
83.494,102.68,0.99556,349.74,13.793
79.405,106.31,0.99564,349.38,13.793
79.293,103.02,0.99574,349.07,13.8
83.263,102.48,0.99568,349.02,13.803
82.233,106.42,0.99559,348.95,13.814
81.217,107.88,0.99553,349.06,13.83
79.478,103.83,0.99556,349.26,13.853
81.47,104.07,0.99554,349.38,13.866
80.61,104.71,0.99546,349.47,13.857
81.312,105.88,0.99546,349.52,13.836
82.628,103.93,0.99546,349.57,13.819
83.337,107.13,0.99549,349.5,13.828
80.532,107.88,0.99564,349.35,13.865
81.31,105.48,0.99581,349.35,13.907
81.86,105.35,0.99583,349.52,13.928
79.463,102.52,0.99587,349.7,13.923
79.234,103.93,0.99597,349.53,13.888
79.803,105.07,0.99593,349.01,13.831
80.125,102.63,0.99585,348.77,13.802
79.982,106.61,0.99589,348.83,13.834
84.344,104.47,0.99587,348.97,13.865
83.404,106.1,0.99578,349.38,13.87
83.941,107.21,0.99576,349.74,13.877
81.22,103.82,0.9958,349.86,13.899
83.992,102.86,0.99572,349.92,13.895
79.005,102.21,0.9956,349.86,13.873
79.437,106.77,0.99551,349.8,13.872
83.453,103.03,0.99531,349.96,13.867
82.677,106.74,0.99519,350.03,13.864
81.217,106.41,0.99535,349.83,13.906
84.445,102.16,0.99552,349.63,13.953
84.125,104.76,0.99545,349.65,13.99
80.96,103.06,0.99545,349.7,14.012
79.606,102.63,0.99555,349.73,13.985
82.418,102.6,0.9956,349.72,13.958
79.334,102.93,0.9956,349.63,13.951
82.937,103.83,0.99562,349.72,13.924
84.708,103.35,0.99564,350.07,13.893
80.273,104.18,0.99566,350.33,13.879
81.496,107.71,0.99563,350.29,13.91
79.277,106.23,0.99557,350.29,13.925
82.315,104.52,0.99554,350.32,13.883
79.443,103.99,1,273.15,0.1
84.658,102.8,0.99994,281.12,0.10498
81.444,103.26,0.99987,287.85,0.10998
82.811,103.24,0.99989,293.53,0.11505
81.23,106.81,0.99993,298.55,0.12019
80.543,103.69,0.99989,304.24,0.12674
82.154,103.57,0.99993,308.96,0.13308
79.735,107.91,1.0001,312.91,0.13918
83.171,102.36,1.0001,316.32,0.14539
81.951,105.67,1,319.48,0.15219
80.755,102.76,1,322.3,0.15913
82.687,104.86,0.99997,324.87,0.16626
80.202,104.19,0.99994,327.05,0.17326
83.17,106.75,0.99989,329.02,0.18083
83.146,107.09,0.99993,330.8,0.18861
83.135,107.63,1.0001,332.46,0.19645
81.737,103.81,1.0001,333.97,0.20409
81.497,103.77,1.0001,335.71,0.21396
81.735,103.08,0.99998,337.18,0.22372
80.489,105.46,0.99989,338.34,0.23306
83.077,107.53,0.99989,339.28,0.24239
82.648,104.37,1,340.68,0.25648
81.671,102.66,1.0001,341.94,0.27068
79.582,106.63,1.0001,342.89,0.28531
84.007,107.95,0.99993,343.67,0.29985
82.421,107.54,0.99982,344.35,0.31342
82.936,102.27,0.99977,344.9,0.32677
79.187,104.54,0.99984,345.4,0.34038
82.261,104.3,0.99993,345.8,0.35414
79.341,105.49,0.99991,346.11,0.36929
82.889,106.65,0.9999,346.34,0.38438
83.505,105.58,0.99998,346.44,0.39908
82.208,106.18,1,346.6,0.41375
80.758,105.26,1,346.89,0.42923
84.039,102.03,1.0001,347.2,0.4445
84.321,107.25,1.0002,347.53,0.45971
82.767,102.53,1.0002,347.73,0.47488
83.439,102.95,1.0003,347.73,0.49295
80.644,103.03,1.0003,347.84,0.5107
83.241,106.27,1.0001,348.18,0.52744
84.227,107.91,1.0001,348.45,0.54435
82.789,104.61,1,348.53,0.56466
83.678,104.11,0.99996,348.54,0.58367
84.739,105.45,0.99998,348.48,0.60142
84.842,103.69,1.0001,348.55,0.61981
84.06,102.77,1.0001,348.68,0.63882
82.389,103.92,1,348.73,0.65755
79.536,104.62,0.99987,348.78,0.67651
81.314,107.09,0.99977,348.82,0.6957
83.248,103.04,0.99974,348.93,0.71932
79.57,104.04,0.9998,349.11,0.74221
80.934,103.95,0.99988,349.23,0.76514
84.163,106.79,0.99988,349.31,0.78814
82.347,103.05,0.99988,349.4,0.81494
83.94,104.9,0.99985,349.55,0.84097
82.668,103.58,0.99972,349.77,0.86619
81.311,107.47,0.99962,349.86,0.89175
79.556,106.52,0.99962,349.86,0.92248
80.986,103.1,0.99961,350.02,0.95344
79.702,106.03,0.9996,350.24,0.98431
81.19,107.42,0.99957,350.35,1.0147
82.97,103.43,0.99953,350.44,1.0591
79.649,105.63,0.99949,350.53,1.1028
82.203,103.09,0.99941,350.44,1.1442
82.778,106.2,0.99937,350.33,1.1855
81.232,105.27,0.99946,350.32,1.243
83.804,103.02,0.99951,350.25,1.2977
81.631,107.8,0.99951,350.17,1.351
82.25,103.75,0.99948,350.06,1.4062
81.558,105.1,0.99946,350.11,1.4608
80.726,107.91,0.99946,350.25,1.5121
84.986,105.72,0.99947,350.25,1.5601
82.28,107.59,0.99951,350.16,1.6091
84.151,105.88,0.99955,350.07,1.6698
79.801,105.94,0.99958,350,1.729
80.016,104.25,0.9996,350,1.787
83.965,102.89,0.99957,349.95,1.8469
82.394,105.34,0.99957,349.95,1.9104
80.47,106.74,0.99958,350.01,1.9711
79.697,107.66,0.9995,349.96,2.0279
80.899,104.06,0.99938,349.89,2.0826
81.665,103.58,0.9993,350.02,2.1637
84.797,105.54,0.99935,350.18,2.2475
83.049,107.65,0.99948,350.26,2.3312
84.872,107.83,0.99953,350.18,2.4127
80.197,107.65,0.99944,350.24,2.5271
81.067,104.26,0.99933,350.43,2.6442
80.171,103.83,0.99917,350.41,2.7714
81.218,107.65,0.99907,350.3,2.8923
79.206,107.18,0.99905,350.35,2.9903
79.98,102.59,0.99904,350.37,3.0894
83.571,105.59,0.99908,350.26,3.1861
82.341,106.54,0.99907,350.15,3.2829
79.892,105.66,0.99901,350.17,3.3784
84.972,103.99,0.99891,350.22,3.4759
83.949,102.85,0.99872,350.21,3.584
80.665,104.3,0.99855,350.16,3.6873
80.881,106.52,0.99858,350.1,3.7684
82.02,106.42,0.99866,350.05,3.8479
79.64,103.02,0.99868,350.01,3.9256
81.556,103.03,0.99871,349.94,4.0046
81.05,107.14,0.9987,349.97,4.0883
82.101,103.54,0.99869,350.02,4.1651
84.462,103.21,0.99879,349.9,4.2296
83.915,105.71,0.99889,349.79,4.2973
80.705,107.02,0.99888,349.92,4.3685
80.13,104.63,0.99885,349.99,4.4422
83.451,106.54,0.9988,349.85,4.5255
82.577,106.55,0.99875,349.74,4.6059
83.673,104.07,0.9987,349.79,4.6643
84.658,102.55,0.99865,349.86,4.7247
80.452,102.87,0.99863,349.94,4.7954
80.835,105.32,0.99865,349.94,4.8634
82.348,107.57,0.99866,349.91,4.9168
82.392,104.67,0.99867,349.87,4.9731
81.844,106.51,0.99873,349.78,5.0318
81.303,106.83,0.99881,349.76,5.0892
79.803,103.54,0.99885,349.85,5.1575
80.685,106.37,0.99888,349.96,5.2212
79.739,102.72,0.99886,350.11,5.2749
84.248,107.54,0.9988,350.15,5.3322
82.281,103.74,0.99872,350.11,5.3961
84.868,102.07,0.99866,350.14,5.4609
83.445,106.32,0.99862,350.25,5.5296
82.83,105.78,0.99859,350.31,5.5972
84.304,104.03,0.99855,350.32,5.6589
79.391,104.51,0.99852,350.3,5.7153
83.786,104.95,0.99855,350.25,5.7702
82.057,103.08,0.9986,350.21,5.8269
82.537,105.34,0.99859,350.24,5.8987
83.177,102.84,0.99852,350.23,5.9728
84.895,102.35,0.99848,350.15,6.0521
79.336,105.13,0.99847,350.11,6.1324
82.01,104.65,0.99847,350.2,6.2396
82.173,104.69,0.99843,350.13,6.3374
82.644,106.29,0.99833,349.92,6.4245
82.29,102.07,0.99829,349.8,6.5102
80.552,107.83,0.99819,349.83,6.6325
83.134,104.65,0.99808,349.76,6.7552
84.682,102.36,0.99815,349.64,6.8809
